,url,Cost,Rooms,Square,Cost_per_m2,Floor,Floors_in_house,Address,Metro,Metro_distance,Date,Date_note
789,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_492m_39et._2880081183,7300000,2,49.2,148373,3,9,"Искровский пр-т, 9",Проспект Большевиков,16–20 мин.,14 марта 13:47,14 марта 13:47
790,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_57m_726et._2799529659,11999000,2,57.0,210508,7,26,"ул. Дыбенко, 7к1",Улица Дыбенко,21–30 мин.,06.04.2023,1 неделю назад
791,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_25et._2481441217,6200000,2,45.0,137777,2,5,"пр-т Большевиков, 67к2",Ломоносовская,от 31 мин.,23.03.2023,3 недели назад
792,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_658m_2323et._2744446464,8900000,2,65.8,135258,23,23,"Русановская ул., 19к2",Обухово,от 31 мин.,30.03.2023,2 недели назад
793,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_57m_822et._2888688937,12600000,2,57.0,221052,8,22,"ул. Коллонтай, 4к1",Проспект Большевиков,16–20 мин.,06.04.2023,1 неделю назад
794,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_516m_224et._2873774354,12130000,2,51.6,235077,2,24,"ул. Крыленко, 6к3",Улица Дыбенко,21–30 мин.,06.04.2023,1 неделю назад
795,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_68m_1819et._2265073391,19500000,2,68.0,286764,18,19,"ул. Дыбенко, 8к1",Улица Дыбенко,21–30 мин.,30.03.2023,2 недели назад
796,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_446m_89et._2677218401,7750000,2,44.6,173766,8,9,"ул. Подвойского, 14к1Ж",Проспект Большевиков,16–20 мин.,23.03.2023,3 недели назад
797,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_503m_19et._2508222061,9600000,2,50.3,190854,1,9,"Шлиссельбургский пр-т, 39к1",Рыбацкое,6–10 мин.,23.03.2023,3 недели назад
798,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_56m_1214et._2822776785,10900000,2,56.0,194642,12,14,"Прибрежная ул., 4",Рыбацкое,11–15 мин.,30.03.2023,2 недели назад
799,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_51m_19et._2861103925,7950000,2,51.0,155882,1,9,"ул. Белышева, 4М",Проспект Большевиков,11–15 мин.,14 марта 14:29,14 марта 14:29
800,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_63m_223et._2617578285,10300000,2,63.0,163492,2,23,"Русановская ул., 17к3",Обухово,от 31 мин.,23.03.2023,3 недели назад
801,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_55et._2495952583,5850000,2,45.0,130000,5,5,"ул. Тельмана, 32к2",Улица Дыбенко,21–30 мин.,30.03.2023,2 недели назад
802,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_542m_817et._2505953068,10690000,2,54.2,197232,8,17,"Санкт-Петербург, улица Бадаева, 8к1",Проспект Большевиков,16–20 мин.,23.03.2023,3 недели назад
803,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_49m_59et._2528589575,8500000,2,49.0,173469,5,9,"ул. Кибальчича, 4к2",Ломоносовская,16–20 мин.,23.03.2023,3 недели назад
804,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_441m_29et._2816633940,8000000,2,44.1,181405,2,9,"ул. Подвойского, 24к1У",Улица Дыбенко,11–15 мин.,23.03.2023,3 недели назад
805,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_563m_311et._2829324435,11376000,2,56.3,202060,3,11,"Октябрьская наб., 86к2",Ломоносовская,21–30 мин.,30.03.2023,2 недели назад
806,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_501m_49et._2791042319,9700000,2,50.1,193612,4,9,"ул. Крыленко, 21к2",Улица Дыбенко,16–20 мин.,30.03.2023,2 недели назад
807,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_553m_222et._2880404605,11700000,2,55.3,211573,2,22,"ул. Коллонтай, 6к1",Проспект Большевиков,11–15 мин.,23.03.2023,3 недели назад
808,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_505m_523et._2810705638,10900000,2,50.5,215841,5,23,"Русановская ул., 16к3",Обухово,от 31 мин.,23.03.2023,3 недели назад
809,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_66m_1423et._2817559348,16200000,2,66.0,245454,14,23,"пр-т Обуховской Обороны, 110к1",Пролетарская,до 5 мин.,30.03.2023,2 недели назад
810,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_597m_35et._2841214268,10500000,2,59.7,175879,3,5,"ул. Бабушкина, 36",Ломоносовская,6–10 мин.,23.03.2023,3 недели назад
811,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_482m_1123et._2613613445,14400000,2,48.2,298755,11,23,"Дальневосточный пр-т, 33к1",Улица Дыбенко,21–30 мин.,23.03.2023,3 недели назад
812,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_15et._2490166511,6300000,2,45.0,140000,1,5,"Санкт-Петербург, улица Тельмана, 32к4",Улица Дыбенко,21–30 мин.,30.03.2023,2 недели назад
813,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_578m_1425et._2938037643,12599000,2,57.8,217975,14,25,"Дальневосточный пр-т, 27к3",Улица Дыбенко,21–30 мин.,06.04.2023,1 неделю назад
814,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_543m_410et._2750183040,12500000,2,54.3,230202,4,10,"пр-т Большевиков, 30к1",Улица Дыбенко,16–20 мин.,30.03.2023,2 недели назад
815,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_583m_45et._2471572486,12500000,2,58.3,214408,4,5,"ул. Седова, 83/9",Ломоносовская,11–15 мин.,30.03.2023,2 недели назад
816,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_589m_23et._2772547826,13000000,2,58.9,220713,2,3,"Санкт-Петербург, улица Седова, 99к6",Пролетарская,21–30 мин.,06.04.2023,1 неделю назад
817,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_42m_25et._2833177014,7490000,2,42.0,178333,2,5,"ул. Бабушкина, 7",Елизаровская,до 5 мин.,23.03.2023,3 недели назад
818,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_561m_225et._2578108950,11800000,2,56.1,210338,2,25,"Санкт-Петербург, Народная улица, 53к3",Ломоносовская,21–30 мин.,23.03.2023,3 недели назад
819,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_19et._2894741717,6700000,2,45.0,148888,1,9,"ул. Подвойского, 29к1Б",Улица Дыбенко,16–20 мин.,23.03.2023,3 недели назад
820,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_559m_27et._2935978674,11000000,2,55.9,196779,2,7,"ул. Седова, 94",Ломоносовская,6–10 мин.,23.03.2023,3 недели назад
821,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_682m_44et._2703260772,8799999,2,68.2,129032,4,4,"пр-т Обуховской Обороны, 117",Елизаровская,11–15 мин.,23.03.2023,3 недели назад
822,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_456m_45et._2748573747,6800000,2,45.6,149122,4,5,"ул. Кибальчича, 12к1",Ломоносовская,21–30 мин.,30.03.2023,2 недели назад
823,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_56m_17et._2271672533,11600000,2,56.0,207142,1,7,"Санкт-Петербург, проспект Обуховской Обороны, 39",Площадь А. Невского II,21–30 мин.,23.03.2023,3 недели назад
824,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_502m_69et._2988559161,7950000,2,50.2,158366,6,9,"ул. Кржижановского, 17к2",Проспект Большевиков,16–20 мин.,06.04.2023,1 неделю назад
825,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_64m_1623et._2449040196,10880000,2,64.0,170000,16,23,"Русановская ул., 9",Обухово,от 31 мин.,23.03.2023,3 недели назад
826,https://www.avito.ru/sankt-peterburg/kvartiry/auktsion_2-k._kvartira_542m_1017et._2907896985,10244000,2,54.2,189003,10,17,"ул. Коллонтай, 6к2",Проспект Большевиков,16–20 мин.,06.04.2023,1 неделю назад
827,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_751m_816et._2433456637,15200000,2,75.1,202396,8,16,"ул. Ворошилова, 29к2",Ладожская,21–30 мин.,23.03.2023,3 недели назад
828,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_594m_1114et._2555055297,15550000,2,59.4,261784,11,14,"Октябрьская наб., 34к2",Елизаровская,от 31 мин.,23.03.2023,3 недели назад
829,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_56m_912et._2799119380,10919000,2,56.0,194982,9,12,"ул. Ворошилова, 5к2",Проспект Большевиков,16–20 мин.,30.03.2023,2 недели назад
830,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_59m_1624et._2713652126,8700000,2,59.0,147457,16,24,"Русановская ул., 16к1",Обухово,от 31 мин.,30.03.2023,2 недели назад
831,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_62m_716et._2641125896,12000000,2,62.0,193548,7,16,"ул. Ворошилова, 29к2",Ладожская,21–30 мин.,30.03.2023,2 недели назад
832,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_458m_25et._2789125326,6400000,2,45.8,139737,2,5,"Народная ул., 82",Ломоносовская,от 31 мин.,23.03.2023,3 недели назад
833,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_447m_25et._2893398274,6900000,2,44.7,154362,2,5,"пр-т Большевиков, 35к1",Улица Дыбенко,16–20 мин.,23.03.2023,3 недели назад
834,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_739m_524et._2702951155,15900000,2,73.9,215155,5,24,"ул. Подвойского, 26к3",Улица Дыбенко,11–15 мин.,23.03.2023,3 недели назад
835,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_70m_2323et._2774845338,15650000,2,70.0,223571,23,23,"Архивная ул., 11к1",Улица Дыбенко,21–30 мин.,14 марта 17:04,14 марта 17:04
836,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_457m_35et._2687043017,7250000,2,45.7,158643,3,5,"Санкт-Петербург, проспект Большевиков, 77к1",Ломоносовская,от 31 мин.,23.03.2023,3 недели назад
837,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_573m_2425et._2851140899,11700000,2,57.3,204188,24,25,"Дальневосточный пр-т, 25к1",Улица Дыбенко,21–30 мин.,30.03.2023,2 недели назад
838,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_47m_15et._2879846374,6500000,2,47.0,138297,1,5,"Народная ул., 51",Ломоносовская,21–30 мин.,23.03.2023,3 недели назад
839,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_443m_79et._2836285721,8000000,2,44.3,180586,7,9,"ул. Тельмана, 36к1",Улица Дыбенко,21–30 мин.,14 марта 23:32,14 марта 23:32
840,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_554m_425et._2995874268,11900000,2,55.4,214801,4,25,"Дальневосточный пр-т, 25к1",Улица Дыбенко,21–30 мин.,14 марта 13:54,14 марта 13:54
841,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_457m_79et._2724265245,7800000,2,45.7,170678,7,9,"Санкт-Петербург, улица Шотмана, 5к1",Улица Дыбенко,11–15 мин.,14 марта 15:48,14 марта 15:48
842,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_58m_13et._2701705190,9000000,2,58.0,155172,1,3,"Большой Смоленский пр-т, 28к2",Елизаровская,6–10 мин.,23.03.2023,3 недели назад
843,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_463m_15et._2780190327,7000000,2,46.3,151187,1,5,"Дальневосточный пр-т, 62к1",Ломоносовская,21–30 мин.,23.03.2023,3 недели назад
844,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_56m_716et._2576835903,13000000,2,56.0,232142,7,16,"пр-т Солидарности, 14к1",Улица Дыбенко,21–30 мин.,16 марта 10:47,16 марта 10:47
845,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_62m_1617et._2641286053,8350000,2,62.0,134677,16,17,"Октябрьская наб., 122к1",Обухово,от 31 мин.,30.03.2023,2 недели назад
846,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_625m_822et._2787042475,13200000,2,62.5,211200,8,22,"ул. Ворошилова, 33к1",Проспект Большевиков,21–30 мин.,30.03.2023,2 недели назад
847,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_627m_27et._2869184141,16000000,2,62.7,255183,2,7,"Ивановская ул., 7",Ломоносовская,до 5 мин.,30.03.2023,2 недели назад
848,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_454m_29et._2712915154,7850000,2,45.4,172907,2,9,"ул. Подвойского, 40к1",Проспект Большевиков,16–20 мин.,15 марта 17:42,15 марта 17:42
849,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_55m_416et._2682194503,9500000,2,55.0,172727,4,16,"Караваевская ул., 22",Рыбацкое,до 5 мин.,15 марта 12:42,15 марта 12:42
850,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._apartamenty_45m_1515et._2587375361,8900000,2,45.0,197777,15,15,"ул. Крыленко, 14с2",Улица Дыбенко,21–30 мин.,23.03.2023,3 недели назад
851,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_558m_2326et._3010269969,11699000,2,55.8,209659,23,26,"ул. Дыбенко, 7к3",Улица Дыбенко,21–30 мин.,23.03.2023,3 недели назад
852,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_593m_624et._2950542794,15500000,2,59.3,261382,6,24,"пр-т Обуховской Обороны, 195",Пролетарская,11–15 мин.,06.04.2023,1 неделю назад
853,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_92m_55et._1527795757,21950000,2,92.0,238586,5,5,"пр-т Обуховской Обороны, 119",Елизаровская,11–15 мин.,23.03.2023,3 недели назад
854,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_509m_39et._2603188012,8850000,2,50.9,173870,3,9,"Искровский пр-т, 1/13Е",Проспект Большевиков,11–15 мин.,15 марта 09:32,15 марта 09:32
855,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_58m_49et._2845986682,8200000,2,58.0,141379,4,9,"Искровский пр-т, 20",Улица Дыбенко,11–15 мин.,30.03.2023,2 недели назад
856,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_594m_2125et._2737359343,12300000,2,59.4,207070,21,25,"Архивная ул., 7",Улица Дыбенко,21–30 мин.,23.03.2023,3 недели назад
857,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_642m_1524et._2860296326,14500000,2,64.2,225856,15,24,"Архивная ул., 7",Улица Дыбенко,21–30 мин.,30.03.2023,2 недели назад
858,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_347m_1124et._2281740704,5800000,2,34.7,167146,11,24,"Русановская ул., 24",Обухово,от 31 мин.,23.03.2023,3 недели назад
859,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_65m_922et._2595266865,13500000,2,65.0,207692,9,22,"ул. Ворошилова, 33к1",Проспект Большевиков,21–30 мин.,23.03.2023,3 недели назад
860,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_457m_79et._2813994192,7200000,2,45.7,157549,7,9,"пр-т Большевиков, 9к2",Проспект Большевиков,11–15 мин.,16 марта 11:46,16 марта 11:46
861,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_453m_45et._2785757723,6500000,2,45.3,143487,4,5,"Народная ул., 69",Ломоносовская,от 31 мин.,23.03.2023,3 недели назад
862,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_523m_817et._2906465799,10800000,2,52.3,206500,8,17,"ул. Тельмана, 30к2",Улица Дыбенко,21–30 мин.,23.03.2023,3 недели назад
863,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_606m_926et._2860158929,12499000,2,60.6,206254,9,26,"ул. Дыбенко, 7к1",Улица Дыбенко,21–30 мин.,30.03.2023,2 недели назад
864,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_58m_1224et._2949917051,8700000,2,58.0,150000,12,24,"Русановская ул., 24",Обухово,от 31 мин.,30.03.2023,2 недели назад
865,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_35et._2795641443,6900000,2,45.0,153333,3,5,"ул. Дыбенко, 20к3",Улица Дыбенко,6–10 мин.,23.03.2023,3 недели назад
866,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_65m_1718et._2605129017,17000000,2,65.0,261538,17,18,"ул. Дыбенко, 2",Улица Дыбенко,21–30 мин.,30.03.2023,2 недели назад
867,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_488m_425et._2693429250,10300000,2,48.8,211065,4,25,"Санкт-Петербург, территория Усть-Славянка, Советский проспект, 34к3",Рыбацкое,от 31 мин.,23.03.2023,3 недели назад
868,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_49m_15et._2938171970,6200000,2,49.0,126530,1,5,"Дальневосточный пр-т, 68к1",Ломоносовская,21–30 мин.,23.03.2023,3 недели назад
869,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_472m_1314et._2917990604,8250000,2,47.2,174788,13,14,"ул. Коллонтай, 19к3",Проспект Большевиков,6–10 мин.,23.03.2023,3 недели назад
870,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_38m_58et._2833235284,7231454,2,38.0,190301,5,8,"Тепловозная ул., 31",Рыбацкое,до 5 мин.,23.03.2023,3 недели назад
871,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_507m_2325et._2368993121,8840000,2,50.7,174358,23,25,"Русановская ул., 19к2",Обухово,от 31 мин.,06.04.2023,1 неделю назад
872,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_624m_716et._2543559306,12100000,2,62.4,193910,7,16,"Народная ул., 11к2",Ломоносовская,16–20 мин.,30.03.2023,2 недели назад
873,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_699m_2325et._2880147606,15000000,2,69.9,214592,23,25,"ул. Дыбенко, 6к2",Улица Дыбенко,21–30 мин.,23.03.2023,3 недели назад
874,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_51m_317et._2735461946,9600000,2,51.0,188235,3,17,"ул. Тельмана, 30к2",Улица Дыбенко,21–30 мин.,15 марта 15:40,15 марта 15:40
875,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_668m_625et._2819912992,11400000,2,66.8,170658,6,25,"территория Усть-Славянка, Советский пр-т, 39к1",Рыбацкое,21–30 мин.,30.03.2023,2 недели назад
876,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_445m_39et._2880606116,7700000,2,44.5,173033,3,9,"ул. Евдокима Огнева, 4к1",Улица Дыбенко,21–30 мин.,30.03.2023,2 недели назад
877,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_743m_1010et._2890300545,17500000,2,74.3,235531,10,10,"пр-т Обуховской Обороны, 70к4",Елизаровская,11–15 мин.,30.03.2023,2 недели назад
